time,irradiance,H_sun,T2m,WS10m,Int,irradianceTotal
20230123:2010,0,0,-2.96,1.79,0,0
20230123:2110,0,0,-3.14,1.66,0,0
20230123:2210,0,0,-3.58,1.45,0,0
20230123:2310,0,0,-4.07,1.24,0,0
20230124:0010,0,0,-4.26,1.17,0,0
20230124:0110,0,0,-4.09,1.31,0,0
20230124:0210,0,0,-3.92,1.1,0,0
20230124:0310,0,0,-3.93,0.97,0,0
20230124:0410,0,0,-3.91,0.83,0,0
20230124:0510,0,0,-3.96,0.83,0,0
20230124:0610,0,0,-3.84,0.76,0,0
20230124:0710,0,0,-3.96,1.17,0,0
20230124:0810,0,0,-4.05,1.03,0,0
20230124:0910,257.61,7.91,-3.31,0.69,0,92739.6
20230124:1010,454.24,13.71,-1.81,0.55,0,163526.4
20230124:1110,608.1,17.62,-0.14,0.48,0,218916
20230124:1210,626.26,19.28,1.29,0.34,0,225453.6
20230124:1310,634.46,18.52,2.24,0.14,0,228405.6
20230124:1410,539.08,15.42,2.65,0.28,0,194068.8
20230124:1510,373.1,10.28,2.48,0.83,0,134316
20230124:1610,14.48,3.52,1.7,1.45,0,5212.8
20230124:1710,0,0,0.51,1.66,0,0
20230124:1810,0,0,-0.53,1.45,0,0
20230124:1910,0,0,-0.94,0.83,0,0
20230124:2010,0,0,-0.38,0.48,0,0
20230124:2110,0,0,-0.51,0.48,0,0
20230124:2210,0,0,-0.76,0.69,0,0
20230124:2310,0,0,-1.38,0.83,0,0
20230125:0010,0,0,-1.93,1.03,0,0
20230125:0110,0,0,-1.74,1.03,0,0
20230125:0210,0,0,-1.48,0.97,0,0
20230125:0310,0,0,-0.76,0.9,0,0
20230125:0410,0,0,-0.6,1.03,0,0
20230125:0510,0,0,-0.45,1.1,0,0
20230125:0610,0,0,-0.18,1.1,0,0
20230125:0710,0,0,-0.53,1.1,0,0
20230125:0810,0,0,-0.08,1.24,0,0
20230125:0910,101.84,8.1,0.79,1.31,0,36662.4
20230125:1010,66.22,13.92,1.81,1.52,0,23839.2
20230125:1110,95.41,17.85,3.09,1.72,0,34347.6
20230125:1210,76.62,19.52,4.5,2.14,0,27583.2
20230125:1310,97.24,18.77,5.34,2.28,0,35006.4
20230125:1410,128.62,15.67,5.51,2.14,0,46303.2
20230125:1510,94.28,10.53,5.75,2.07,0,33940.8
20230125:1610,10.86,3.76,5.87,2.14,0,3909.6
20230125:1710,0,0,6.01,2.41,0,0
20230125:1810,0,0,6.16,2.76,0,0
20230125:1910,0,0,6.54,3.72,0,0
20230125:2010,0,0,6.05,4.62,0,0
20230125:2110,0,0,4.9,4.76,0,0
20230125:2210,0,0,3.89,4.83,0,0
20230125:2310,0,0,3.31,4.76,0,0
20230126:0010,0,0,2.9,4.48,0,0
20230126:0110,0,0,2.45,4.34,0,0
20230126:0210,0,0,2.11,4.14,0,0
20230126:0310,0,0,1.78,3.79,0,0
20230126:0410,0,0,1.4,3.59,0,0
20230126:0510,0,0,0.96,3.31,0,0
20230126:0610,0,0,0.61,3.17,0,0
20230126:0710,0,0,1.09,3.45,0,0
20230126:0810,0,0,0.92,3.45,0,0
20230126:0910,89.77,8.29,1.16,3.45,0,32317.2
20230126:1010,481.99,14.13,2.37,3.38,0,173516.4
20230126:1110,355.1,18.08,3.75,4.14,0,127836
20230126:1210,224.28,19.77,5.03,5.17,0,80740.8
20230126:1310,528.27,19.02,5.87,6.14,0,190177.2
20230126:1410,76.62,15.93,6.35,5.59,0,27583.2
20230126:1510,92.23,10.78,6.37,4.76,0,33202.8
20230126:1610,9.05,4,5.88,4.21,0,3258
20230126:1710,0,0,5.28,4,0,0
20230126:1810,0,0,4.44,3.72,0,0
20230126:1910,0,0,3.84,3.59,0,0
20230126:2010,0,0,3.23,3.24,0,0
20230126:2110,0,0,2.56,3.17,0,0
20230126:2210,0,0,2.12,3.24,0,0
20230126:2310,0,0,1.86,3.17,0,0
20230127:0010,0,0,1.57,2.97,0,0
20230127:0110,0,0,1.55,2.97,0,0
20230127:0210,0,0,1.46,2.97,0,0
20230127:0310,0,0,1.31,2.9,0,0
20230127:0410,0,0,1.65,3.03,0,0
20230127:0510,0,0,1.92,3.03,0,0
20230127:0610,0,0,2.2,2.97,0,0
20230127:0710,0,0,2.16,2.83,0,0
20230127:0810,0,0,2.4,2.62,0,0
20230127:0910,37.84,8.49,2.79,2.62,0,13622.4
20230127:1010,40.68,14.35,3.44,2.9,0,14644.8
20230127:1110,65.27,18.32,4.4,4.14,0,23497.2
20230127:1210,139.98,20.02,4.92,4.21,0,50392.8
20230127:1310,570.98,19.29,5.07,4.28,0,205552.8
20230127:1410,88.87,16.19,5.24,4.07,0,31993.2
20230127:1510,160.26,11.03,5.27,3.52,0,57693.6
20230127:1610,18.1,4.25,5,2.83,0,6516
20230127:1710,0,0,4.21,2.34,0,0
20230127:1810,0,0,3.23,2.21,0,0
20230127:1910,0,0,1.81,2.34,0,0
20230127:2010,0,0,1.29,2.14,0,0
20230127:2110,0,0,0.69,2,0,0
20230127:2210,0,0,-0.43,1.86,0,0
20230127:2310,0,0,-1.19,1.59,0,0
20230128:0010,0,0,-1.35,1.52,0,0
20230128:0110,0,0,-1.42,1.59,0,0
20230128:0210,0,0,-1.58,1.59,0,0
20230128:0310,0,0,-0.96,1.31,0,0
20230128:0410,0,0,-0.26,1.03,0,0
20230128:0510,0,0,0.78,0.69,0,0
20230128:0610,0,0,0.21,0.9,0,0
20230128:0710,0,0,-0.39,1.24,0,0
20230128:0810,0,0,-1.07,1.59,0,0
20230128:0910,39.73,8.7,-0.2,1.31,0,14302.8
20230128:1010,70.95,14.58,2.04,1.03,0,25542
20230128:1110,50.14,18.56,3.84,1.45,0,18050.4
20230128:1210,27.43,20.28,4.87,2.14,0,9874.8
20230128:1310,79.46,19.55,5.29,2.14,0,28605.6
20230128:1410,59.6,16.45,5.39,2,0,21456
20230128:1510,85.59,11.29,5.62,2.07,0,30812.4
20230128:1610,7.24,4.49,5.37,1.66,0,2606.4
20230128:1710,0,0,4.48,1.72,0,0
20230128:1810,0,0,3.72,1.66,0,0
20230128:1910,0,0,3.45,1.59,0,0
20230128:2010,0,0,3.1,1.52,0,0
20230128:2110,0,0,2.62,1.52,0,0
20230128:2210,0,0,2.42,1.52,0,0
20230128:2310,0,0,2.49,1.52,0,0
20230129:0010,0,0,2.46,1.59,0,0
20230129:0110,0,0,2.65,1.66,0,0
20230129:0210,0,0,2.76,1.79,0,0
20230129:0310,0,0,3.19,2,0,0
20230129:0410,0,0,3.68,2.14,0,0
20230129:0510,0,0,4.09,2.21,0,0
20230129:0610,0,0,4.37,2.28,0,0
20230129:0710,0,0,4.76,2.55,0,0
20230129:0810,0.95,1.56,5.26,2.97,0,342
20230129:0910,56.48,8.91,5.87,3.52,0,20332.8
20230129:1010,70,14.81,6.68,3.93,0,25200
20230129:1110,107.4,18.81,7.39,3.79,0,38664
20230129:1210,81.35,20.55,8.03,4.69,0,29286
20230129:1310,133.19,19.82,8.8,5.17,0,47948.4
20230129:1410,192.38,16.72,8.73,5.31,0,69256.8
20230129:1510,303.73,11.55,8.42,4.69,0,109342.8
20230129:1610,9.05,4.75,7.46,4.62,0,3258
20230129:1710,0,0,6.45,4.41,0,0
20230129:1810,0,0,5.61,4.34,0,0
20230129:1910,0,0,5.95,4.48,0,0
20230129:2010,0,0,6.15,4.48,0,0
20230129:2110,0,0,6.75,4.83,0,0
20230129:2210,0,0,7.13,4.97,0,0
20230129:2310,0,0,7.16,4.97,0,0
20230130:0010,0,0,7.49,5.31,0,0
20230130:0110,0,0,7.94,5.59,0,0
20230130:0210,0,0,8.26,5.38,0,0
20230130:0310,0,0,8.11,4.83,0,0
20230130:0410,0,0,7.34,4.48,0,0
20230130:0510,0,0,6.49,4.07,0,0
20230130:0610,0,0,5.55,3.24,0,0
20230130:0710,0,0,4.35,2.9,0,0
20230130:0810,1.89,1.76,3.41,2.83,0,680.4
20230130:0910,233.41,9.13,3.68,2.69,0,84027.6
20230130:1010,490.27,15.05,5.21,2.69,0,176497.2
20230130:1110,596.08,19.07,6.51,3.59,0,214588.8
20230130:1210,375.57,20.82,7.33,4.07,0,135205.2
20230130:1310,513.37,20.1,7.9,4.41,0,184813.2
20230130:1410,583.12,16.99,8.16,4.14,0,209923.2
20230130:1510,421.8,11.82,7.98,3.38,0,151848
20230130:1610,14.48,5,7.42,2.83,0,5212.8
20230130:1710,0,0,6.26,2.69,0,0
20230130:1810,0,0,4.93,2.69,0,0
20230130:1910,0,0,4.35,2.41,0,0
20230130:2010,0,0,3.63,2.41,0,0
20230130:2110,0,0,2.98,2.34,0,0
20230130:2210,0,0,2.79,2.48,0,0
20230130:2310,0,0,2.92,2.83,0,0
20230131:0010,0,0,3.7,3.17,0,0
20230131:0110,0,0,4.66,3.86,0,0
20230131:0210,0,0,5.35,4.28,0,0
20230131:0310,0,0,5.91,4.55,0,0
20230131:0410,0,0,6.14,4.83,0,0
20230131:0510,0,0,6.59,5.24,0,0
20230131:0610,0,0,6.84,5.45,0,0
20230131:0710,0,0,7.25,5.24,0,0
20230131:0810,1.89,1.97,7.48,5.17,0,680.4
20230131:0910,99.97,9.36,8.08,5.38,0,35989.2
20230131:1010,180.67,15.29,8.94,4.97,0,65041.2
20230131:1110,331.96,19.33,9.43,6,0,119505.6
20230131:1210,542.39,21.09,9.57,5.52,0,195260.4
20230131:1310,314.72,20.38,9.45,5.38,0,113299.2
20230131:1410,553.18,17.27,9.09,5.38,0,199144.8
20230131:1510,337.43,12.09,8.8,5.17,0,121474.8
20230131:1610,24.44,5.26,8.23,4.48,0,8798.4
20230131:1710,0,0,7.35,4.28,0,0
20230131:1810,0,0,6,4.07,0,0
20230131:1910,0,0,5.31,4.07,0,0
20230131:2010,0,0,4.98,4.34,0,0
20230131:2110,0,0,4.93,4.55,0,0
20230131:2210,0,0,4.92,4.83,0,0
20230131:2310,0,0,4.95,4.9,0,0
20230201:0010,0,0,4.81,4.55,0,0
20230201:0110,0,0,4.5,4.34,0,0
20230201:0210,0,0,4.38,4.34,0,0
20230201:0310,0,0,4.35,4.48,0,0
20230201:0410,0,0,4.4,4.62,0,0
20230201:0510,0,0,4.52,4.9,0,0
20230201:0610,0,0,4.69,5.24,0,0
20230201:0710,0,0,5.1,5.59,0,0
20230201:0810,4.73,2.18,5.16,5.52,0,1702.8
20230201:0910,328.51,9.59,5.81,5.66,0,118263.6
20230201:1010,493.9,15.54,6.94,5.31,0,177804
20230201:1110,411.03,19.6,8.05,6.97,0,147970.8
20230201:1210,99.33,21.37,8.86,8.21,0,35758.8
20230201:1310,83.25,20.66,9,6.41,0,29970
20230201:1410,281.45,17.55,8.91,5.66,0,101322
20230201:1510,54.87,12.36,8.69,5.17,0,19753.2
20230201:1610,12.67,5.52,8.31,5.31,0,4561.2
20230201:1710,0,0,7.52,4.83,0,0
20230201:1810,0,0,6.61,4.69,0,0
20230201:1910,0,0,6.47,4.76,0,0
20230201:2010,0,0,6.13,4.76,0,0
20230201:2110,0,0,6,4.83,0,0
20230201:2210,0,0,5.93,4.69,0,0
20230201:2310,0,0,5.84,4.48,0,0
20230202:0010,0,0,5.76,4.28,0,0
20230202:0110,0,0,5.73,4.14,0,0
20230202:0210,0,0,5.63,4,0,0
20230202:0310,0,0,5.59,4,0,0
20230202:0410,0,0,5.6,3.93,0,0
20230202:0510,0,0,5.84,4,0,0
20230202:0610,0,0,6.41,4.07,0,0
20230202:0710,0,0,7.09,4.55,0,0
20230202:0810,1.89,2.4,7.64,4.76,0,680.4
20230202:0910,70.27,9.82,8.15,5.03,0,25297.2
20230202:1010,79.31,15.8,8.64,5.86,0,28551.6
20230202:1110,45.41,19.87,9.32,5.86,0,16347.6
20230202:1210,159.11,21.66,9.78,7.17,0,57279.6
20230202:1310,145.67,20.95,9.99,7.66,0,52441.2
20230202:1410,225.31,17.84,10.02,7.38,0,81111.6
20230202:1510,151.9,12.63,9.78,5.93,0,54684
20230202:1610,29.87,5.79,9.32,6.34,0,10753.2
20230202:1710,0,0,8.53,5.93,0,0
20230202:1810,0,0,8.12,5.79,0,0
20230202:1910,0,0,8.47,6.83,0,0
20230202:2010,0,0,8.61,6.55,0,0
20230202:2110,0,0,8.54,6.07,0,0
20230202:2210,0,0,8.27,5.86,0,0
20230202:2310,0,0,8.38,6,0,0
20230203:0010,0,0,8.55,6.07,0,0
20230203:0110,0,0,8.67,5.79,0,0
20230203:0210,0,0,8.59,5.38,0,0
20230203:0310,0,0,8.66,5.17,0,0
20230203:0410,0,0,8.55,5.17,0,0
20230203:0510,0,0,8.25,5.1,0,0
20230203:0610,0,0,7.99,5.1,0,0
20230203:0710,0,0,8.46,4.97,0,0
20230203:0810,2.84,2.62,8.33,4.83,0,1022.4
20230203:0910,199.21,10.06,8.63,4.9,0,71715.6
20230203:1010,105.47,16.06,9.36,5.45,0,37969.2
20230203:1110,95.54,20.15,10.03,6.97,0,34394.4
20230203:1210,107.84,21.95,10.43,6.83,0,38822.4
20230203:1310,96.49,21.24,10.45,6.55,0,34736.4
20230203:1410,119.24,18.12,10.53,6.48,0,42926.4
20230203:1510,23.65,12.91,10.36,5.45,0,8514
20230203:1610,11.77,6.05,10.04,4.48,0,4237.2
20230203:1710,0,0,9.39,3.79,0,0
20230203:1810,0,0,8.77,3.38,0,0
20230203:1910,0,0,8.3,3.38,0,0
20230203:2010,0,0,7.73,3.1,0,0
20230203:2110,0,0,7.44,3.03,0,0
20230203:2210,0,0,7.25,2.9,0,0
20230203:2310,0,0,7.32,2.69,0,0
20230204:0010,0,0,7.57,2.62,0,0
20230204:0110,0,0,7.64,2.55,0,0
20230204:0210,0,0,7.65,2.48,0,0
20230204:0310,0,0,7.55,2.62,0,0
20230204:0410,0,0,7.36,2.69,0,0
20230204:0510,0,0,6.99,2.69,0,0
20230204:0610,0,0,6.74,2.69,0,0
20230204:0710,0,0,6.48,2.41,0,0
20230204:0810,1.89,2.85,6.19,2.14,0,680.4
20230204:0910,30.27,10.31,6.62,1.79,0,10897.2
20230204:1010,33.11,16.33,7.4,2.14,0,11919.6
20230204:1110,45.41,20.44,8.15,2.76,0,16347.6
20230204:1210,56.76,22.24,8.63,3.93,0,20433.6
20230204:1310,52.03,21.54,8.99,4.48,0,18730.8
20230204:1410,47.3,18.42,8.87,4.34,0,17028
20230204:1510,62.43,13.19,8.6,3.38,0,22474.8
20230204:1610,24.44,6.32,8.36,3.45,0,8798.4
20230204:1710,0,0,7.93,3.38,0,0
20230204:1810,0,0,7.53,3.38,0,0
20230204:1910,0,0,8.12,3.59,0,0
20230204:2010,0,0,7.61,3.17,0,0
20230204:2110,0,0,7.36,2.76,0,0
20230204:2210,0,0,7.16,2.55,0,0
20230204:2310,0,0,6.99,2.48,0,0
20230205:0010,0,0,6.82,2.62,0,0
20230205:0110,0,0,7.11,3.1,0,0
20230205:0210,0,0,6.65,3.86,0,0
20230205:0310,0,0,5.5,4.07,0,0
20230205:0410,0,0,4.28,3.79,0,0
20230205:0510,0,0,3.27,3.93,0,0
20230205:0610,0,0,2.64,3.72,0,0
20230205:0710,0,0,2.25,3.03,0,0
20230205:0810,12.3,3.09,1.75,3.17,0,4428
20230205:0910,345.47,10.56,2.41,3.03,0,124369.2
20230205:1010,561.27,16.6,3.83,2.97,0,202057.2
20230205:1110,470.6,20.73,5.09,3.1,0,169416
20230205:1210,599.6,22.54,6.03,2.62,0,215856
20230205:1310,607.94,21.85,6.59,2.14,0,218858.4
20230205:1410,266.31,18.71,6.91,1.59,0,95871.6
20230205:1510,298.88,13.48,6.98,1.31,0,107596.8
20230205:1610,31.68,6.59,6.5,1.17,0,11404.8
20230205:1710,0,0,5.4,1.45,0,0
20230205:1810,0,0,3.42,1.38,0,0
20230205:1910,0,0,1.15,1.72,0,0
20230205:2010,0,0,0.82,1.45,0,0
20230205:2110,0,0,-0.35,1.59,0,0
20230205:2210,0,0,-1.65,1.86,0,0
20230205:2310,0,0,-2.02,1.72,0,0
20230206:0010,0,0,-2.6,1.86,0,0
20230206:0110,0,0,-2.86,2.21,0,0
20230206:0210,0,0,-2.81,2.14,0,0
20230206:0310,0,0,-2.91,2.07,0,0
20230206:0410,0,0,-2.95,2.21,0,0
20230206:0510,0,0,-2.98,2.07,0,0
20230206:0610,0,0,-3.01,1.86,0,0
20230206:0710,0,0,-3.11,1.59,0,0
20230206:0810,13.24,3.33,-3.34,1.72,0,4766.4
20230206:0910,376.09,10.82,-1.26,1.24,0,135392.4
20230206:1010,558.42,16.88,2.27,1.17,0,201031.2
20230206:1110,685.26,21.02,4.53,1.59,0,246693.6
20230206:1210,690.85,22.85,6,2.14,0,248706
20230206:1310,730.53,22.15,6.88,2.28,0,262990.8
20230206:1410,650.27,19.01,7.26,2.07,0,234097.2
20230206:1510,482.92,13.77,7.38,1.79,0,173851.2
20230206:1610,29.87,6.87,6.98,1.24,0,10753.2
20230206:1710,0,0,5.63,1.52,0,0
20230206:1810,0,0,2.99,1.72,0,0
20230206:1910,0,0,2.67,1.31,0,0
20230206:2010,0,0,3.38,0.97,0,0
20230206:2110,0,0,2.95,0.69,0,0
20230206:2210,0,0,2.66,0.41,0,0
20230206:2310,0,0,-1.34,1.86,0,0
20230207:0010,0,0,-2.11,1.79,0,0
20230207:0110,0,0,-2.39,1.45,0,0
20230207:0210,0,0,-3,1.03,0,0
20230207:0310,0,0,-2.75,0.83,0,0
20230207:0410,0,0,-2.51,0.76,0,0
20230207:0510,0,0,-2.26,0.97,0,0
20230207:0610,0,0,-1.65,0.76,0,0
20230207:0710,0,0,-1.74,0.76,0,0
20230207:0810,19.39,3.58,-1.17,0.34,0,6980.4
20230207:0910,341.9,11.09,-0.59,0.14,0,123084
20230207:1010,577.94,17.16,0.87,0.14,0,208058.4
20230207:1110,673.5,21.32,2.13,0.14,0,242460
20230207:1210,699.92,23.16,3.09,0.34,0,251971.2
20230207:1310,712.91,22.46,4.01,0.21,0,256647.6
20230207:1410,213.42,19.32,4.79,0.69,0,76831.2
20230207:1510,384.34,14.06,4.95,0.55,0,138362.4
20230207:1610,136.93,7.14,4.78,0.28,0,49294.8
20230207:1710,0,0,4.29,0.14,0,0
20230207:1810,0,0,3.71,0.28,0,0
20230207:1910,0,0,3.43,1.03,0,0
20230207:2010,0,0,-0.14,1.72,0,0
20230207:2110,0,0,-0.99,1.59,0,0
20230207:2210,0,0,-1.45,1.52,0,0
20230207:2310,0,0,-2.39,1.72,0,0
20230208:0010,0,0,-3.13,1.59,0,0
20230208:0110,0,0,-2.99,1.45,0,0
20230208:0210,0,0,-2.62,1.52,0,0
20230208:0310,0,0,-2.43,1.52,0,0
20230208:0410,0,0,-2.32,1.31,0,0
20230208:0510,0,0,-2.39,1.24,0,0
20230208:0610,0,0,-2.3,1.31,0,0
20230208:0710,0,0,-2.38,1.59,0,0
20230208:0810,21.97,3.83,-2.23,1.38,0,7909.2
20230208:0910,361.66,11.36,-0.93,0.9,0,130197.6
20230208:1010,591.02,17.45,0.48,0.97,0,212767.2
20230208:1110,699.21,21.62,1.94,1.59,0,251715.6
20230208:1210,744.5,23.47,3.45,2.41,0,268020
20230208:1310,756.2,22.78,4.61,3.03,0,272232
20230208:1410,659.24,19.62,5.26,3.24,0,237326.4
20230208:1510,489.61,14.35,5.26,3.31,0,176259.6
20230208:1610,244.52,7.42,4.81,2.97,0,88027.2
20230208:1710,0,0,3.69,2.62,0,0
20230208:1810,0,0,2.91,2.62,0,0
20230208:1910,0,0,2.26,2.69,0,0
20230208:2010,0,0,2.21,2.55,0,0
20230208:2110,0,0,2.39,2.48,0,0
20230208:2210,0,0,3.04,2.62,0,0
20230208:2310,0,0,3.81,2.76,0,0
20230209:0010,0,0,4.07,2.76,0,0
20230209:0110,0,0,3.84,2.48,0,0
20230209:0210,0,0,3.36,2.28,0,0
20230209:0310,0,0,3.16,2.28,0,0
20230209:0410,0,0,3.66,2.21,0,0
20230209:0510,0,0,4.27,1.93,0,0
20230209:0610,0,0,3.85,1.59,0,0
20230209:0710,0,0,4.21,1.45,0,0
20230209:0810,22.66,4.08,4.55,1.17,0,8157.6
20230209:0910,54.87,11.63,4.7,1.24,0,19753.2
20230209:1010,409.32,17.74,6.48,1.52,0,147355.2
20230209:1110,409.08,21.93,7.46,2.34,0,147268.8
20230209:1210,546.61,23.79,7.83,2.14,0,196779.6
20230209:1310,273.13,23.1,8.24,2.28,0,98326.8
20230209:1410,559.51,19.93,8.19,2.41,0,201423.6
20230209:1510,453.59,14.64,7.96,2,0,163292.4
20230209:1610,256.1,7.7,7.47,1.31,0,92196
20230209:1710,0,0,6.28,1.1,0,0
20230209:1810,0,0,5.58,0.55,0,0
20230209:1910,0,0,2.11,1.79,0,0
20230209:2010,0,0,1.54,1.66,0,0
20230209:2110,0,0,1.4,1.52,0,0
20230209:2210,0,0,1,1.45,0,0
20230209:2310,0,0,0.46,1.52,0,0
20230210:0010,0,0,-0.07,1.66,0,0
20230210:0110,0,0,-0.35,1.79,0,0
20230210:0210,0,0,-0.58,1.86,0,0
20230210:0310,0,0,-0.78,1.93,0,0
20230210:0410,0,0,-0.83,2,0,0
20230210:0510,0,0,-1.02,2.07,0,0
20230210:0610,0,0,-1.42,2.21,0,0
20230210:0710,0,0,-2.03,2.28,0,0
20230210:0810,11.35,4.35,-1.86,2.41,0,4086
20230210:0910,121.76,11.91,0.76,2.41,0,43833.6
20230210:1010,200.94,18.04,3.66,2.62,0,72338.4
20230210:1110,303.4,22.25,5.43,3.52,0,109224
20230210:1210,288.6,24.11,6.56,3.86,0,103896
20230210:1310,243.56,23.42,7.07,3.72,0,87681.6
20230210:1410,145.68,20.24,7.37,3.52,0,52444.8
20230210:1510,70.95,14.94,7.32,2.9,0,25542
20230210:1610,26.49,7.98,7.08,2.97,0,9536.4
20230210:1710,0,0,6.9,3.03,0,0
20230210:1810,0,0,6.79,3.03,0,0
20230210:1910,0,0,7.15,3.52,0,0
20230210:2010,0,0,7.45,3.59,0,0
20230210:2110,0,0,7.47,3.66,0,0
20230210:2210,0,0,7.46,3.59,0,0
20230210:2310,0,0,7.37,3.38,0,0
20230211:0010,0,0,7.23,3.1,0,0
20230211:0110,0,0,6.9,2.76,0,0
20230211:0210,0,0,6.47,2.55,0,0
20230211:0310,0,0,6.1,2.34,0,0
20230211:0410,0,0,5.71,2.21,0,0
20230211:0510,0,0,5.14,2.07,0,0
20230211:0610,0,0,4.59,2,0,0
20230211:0710,0,0,4.9,1.86,0,0
20230211:0810,7.57,4.61,4.34,1.72,0,2725.2
20230211:0910,54.87,12.19,5.18,1.24,0,19753.2
20230211:1010,51.08,18.34,7.16,1.59,0,18388.8
20230211:1110,95.54,22.56,8.15,2.07,0,34394.4
20230211:1210,50.14,24.44,8.73,2,0,18050.4
20230211:1310,88.92,23.74,9.34,2.07,0,32011.2
20230211:1410,93.65,20.56,9.38,1.86,0,33714
20230211:1510,44.46,15.24,9.41,1.59,0,16005.6
20230211:1610,18.92,8.26,9.25,1.17,0,6811.2
20230211:1710,0,0,8.66,1.17,0,0
20230211:1810,0,0,8.04,1.24,0,0
20230211:1910,0,0,7.68,0.69,0,0
20230211:2010,0,0,7.95,0.48,0,0
20230211:2110,0,0,7.8,0.48,0,0
20230211:2210,0,0,7.09,0.76,0,0
20230211:2310,0,0,6.41,0.97,0,0
20230212:0010,0,0,5.73,1.31,0,0
20230212:0110,0,0,5.42,1.52,0,0
20230212:0210,0,0,5.15,1.59,0,0
20230212:0310,0,0,5.02,1.59,0,0
20230212:0410,0,0,4.8,1.66,0,0
20230212:0510,0,0,4.43,1.72,0,0
20230212:0610,0,0,4.39,1.79,0,0
20230212:0710,0,0,4.17,1.79,0,0
20230212:0810,13.24,4.88,4.33,1.86,0,4766.4
20230212:0910,74.58,12.48,5.57,1.66,0,26848.8
20230212:1010,101.73,18.65,6.9,1.93,0,36622.8
20230212:1110,92.71,22.89,7.67,2.83,0,33375.6
20230212:1210,123.92,24.77,8.23,3.24,0,44611.2
20230212:1310,138.84,24.07,8.43,3.17,0,49982.4
20230212:1410,247.4,20.88,8.63,3.31,0,89064
20230212:1510,103.02,15.54,8.64,3.45,0,37087.2
20230212:1610,36.89,8.55,8.34,3.17,0,13280.4
20230212:1710,0,0,7.89,2.69,0,0
20230212:1810,0,0,7.13,2.48,0,0
20230212:1910,0,0,6.75,2.48,0,0
20230212:2010,0,0,6.67,2.83,0,0
20230212:2110,0,0,6.44,2.9,0,0
20230212:2210,0,0,6.03,2.9,0,0
20230212:2310,0,0,5.77,2.83,0,0
20230213:0010,0,0,5.88,2.76,0,0
20230213:0110,0,0,5.71,2.76,0,0
20230213:0210,0,0,5.65,2.76,0,0
20230213:0310,0,0,5.41,2.69,0,0
20230213:0410,0,0,5.01,2.69,0,0
20230213:0510,0,0,4.56,2.83,0,0
20230213:0610,0,0,4.2,2.9,0,0
20230213:0710,0,0,4.51,2.69,0,0
20230213:0810,18.92,5.16,4.3,2.69,0,6811.2
20230213:0910,109.23,12.77,5.16,2.55,0,39322.8
20230213:1010,256.04,18.96,6.44,3.79,0,92174.4
20230213:1110,637.64,23.21,7.45,3.72,0,229550.4
20230213:1210,764.91,25.11,8.3,3.66,0,275367.6
20230213:1310,784.91,24.4,9,3.59,0,282567.6
20230213:1410,688.75,21.2,9.27,3.45,0,247950
20230213:1510,520.49,15.85,9.37,3.31,0,187376.4
20230213:1610,270.83,8.83,9.11,3.03,0,97498.8
20230213:1710,0,0,8.11,2.62,0,0
20230213:1810,0,0,6.34,2.76,0,0
20230213:1910,0,0,5.33,3.1,0,0
20230213:2010,0,0,4.56,3.1,0,0
20230213:2110,0,0,4.02,2.97,0,0
20230213:2210,0,0,3.68,2.83,0,0
20230213:2310,0,0,3.53,2.76,0,0
20230214:0010,0,0,3.54,2.76,0,0
20230214:0110,0,0,3.5,2.76,0,0
20230214:0210,0,0,3.46,2.62,0,0
20230214:0310,0,0,3.27,2.62,0,0
20230214:0410,0,0,3.1,2.62,0,0
20230214:0510,0,0,3.04,2.55,0,0
20230214:0610,0,0,2.9,2.55,0,0
20230214:0710,0,0,2.76,2.28,0,0
20230214:0810,78.11,5.44,3.31,2.28,0,28119.6
20230214:0910,315.36,13.07,5.16,2.21,0,113529.6
20230214:1010,603.91,19.27,6.93,2.55,0,217407.6
20230214:1110,731.01,23.54,8.78,2.69,0,263163.6
20230214:1210,765.17,25.44,10.5,2.9,0,275461.2
20230214:1310,784.15,24.74,11.71,3.1,0,282294
20230214:1410,686.57,21.52,12.22,3.31,0,247165.2
20230214:1510,513.33,16.15,12.17,3.38,0,184798.8
20230214:1610,264.11,9.12,11.39,2.97,0,95079.6
20230214:1710,0,0,9.66,2.97,0,0
20230214:1810,0,0,7.52,3.03,0,0
20230214:1910,0,0,6.46,3.03,0,0
20230214:2010,0,0,5.47,3.17,0,0
20230214:2110,0,0,4.61,3.17,0,0
20230214:2210,0,0,4.01,3.1,0,0
20230214:2310,0,0,3.49,3.03,0,0
20230215:0010,0,0,3.22,3.03,0,0
20230215:0110,0,0,3.26,2.97,0,0
20230215:0210,0,0,3.59,2.97,0,0
20230215:0310,0,0,3.74,2.9,0,0
20230215:0410,0,0,3.81,2.9,0,0
20230215:0510,0,0,3.96,3.03,0,0
20230215:0610,0,0,4.12,3.1,0,0
20230215:0710,0,0,4.25,3.17,0,0
20230215:0810,151.32,5.73,4.49,3.17,0,54475.2
20230215:0910,418.1,13.37,6.13,3.17,0,150516
20230215:1010,608.09,19.59,8.33,3.66,0,218912.4
20230215:1110,719.25,23.88,10.37,4.28,0,258930
20230215:1210,683.09,25.79,11.74,4.62,0,245912.4
20230215:1310,276.25,25.08,12.49,5.45,0,99450
20230215:1410,52.97,21.85,12.1,4.48,0,19069.2
20230215:1510,79.46,16.46,11.13,3.93,0,28605.6
